序号,公告标题,发布日期,跳转链接 
['10'],['广州市增城区融媒体中心购置互联网出口技术服务采购项目(CJ2020-0028)竞争性谈判公告'],['2020-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/727141.jhtml']
['1'],['广州市2020年度第二周期普通空调机设备批量集中采购项目(CZ2020-1324)招标公告'],['2020-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/727129.jhtml']
['2'],['广州市机电高级技工学校2020-2021年度物业管理服务采购项目(CZ2020-1301)招标公告'],['2020-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/727086.jhtml']
['3'],['广州市工贸技师学院2020年信息化建设项目(CZ2020-1382)招标公告'],['2020-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/727040.jhtml']
['4'],['广州市南沙区大岗镇大岗村和客家村旧村改造市政评估采购项目(CZ2020-0852)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726924.jhtml']
['5'],['华南师范大学附属花都学校功能场室信息化二期采购项目(CZ2020-1211)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726920.jhtml']
['6'],['广州市海珠区卫生健康局社区卫生服务中心信息系统安全等级保护二期采购项目(CZ2020-1275)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726891.jhtml']
['7'],['广州市残疾人康复中心（广州博爱医院）2020年度信息系统等保安全整改及升级改造项目(CZ2020-0879)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726881.jhtml']
['8'],['广州住房公积金管理中心南沙管理部物业管理服务采购项目(CD2020-0077)单一来源采购公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726877.jhtml']
['9'],['广州血液中心安保视频监控系统更新采购项目(CZ2020-1084)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726865.jhtml']
['10'],['第三届“绽放杯”5G应用征集大赛（广东省）区域赛服务采购项目(CZ2020-1365)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726835.jhtml']
['1'],['广州市番禺区教育局2020年幼儿园信息化设备采购项目(CZ2020-0995)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726824.jhtml']
['2'],['广州市黄埔区、广州开发区产业园区调查分析采购项目(CZ2020-1341)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726757.jhtml']
['3'],['广州科技贸易职业学院创新创业（就业）教育与文化建设项目(CZ2020-1360)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726756.jhtml']
['4'],['广州市公安局白云区分局公务车维修服务采购项目(CZ2020-1302)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726755.jhtml']
['5'],['广州市从化区江埔街城乡清洁综合服务采购项目(CZ2020-0858)招标公告'],['2020-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726714.jhtml']
['6'],['广州市天河区卫生健康局天河区2020年“银龄安康行动”老年人意外伤害综合保险采购项目(CD2020-0079)单一来源采购公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726587.jhtml']
['7'],['广州大学2020年网络中心机房改造二期项目(CZ2020-1183)招标公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726549.jhtml']
['8'],['广州城市职业学院2020年信息化建设项目（图书馆信息系统升级改造项目）(CZ2020-0924)招标公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726545.jhtml']
['9'],['广州市生物岛实验室常年法律服务采购项目(CC2020-0120)竞争性磋商公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726474.jhtml']
['10'],['中共广州市委办公厅会议厅安装大屏显示设备项目(CZ2020-1129)招标公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726411.jhtml']
['1'],['2020年广州仲裁委员会人力资源管理(HR)系统采购项目(CC2020-0115)竞争性磋商公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726410.jhtml']
['2'],['广州市人力资源和社会保障信息中心2020年运维项目（GZIT2020-B6-398）之人事人才信息系统运维子项目(CZ2020-1246)招标公告'],['2020-08-25'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726405.jhtml']
['3'],['2020年广州市教育科研网出口流量租赁及应用系统维护项目（广州市教育科研网链路及带宽租赁项目）之广州市教育科研网40G互联网出口子项目(CZ2020-1161)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726296.jhtml']
['4'],['广州市南沙区珠江街道办事处珠江街公共绿化和二涌水悦公园日常管养采购项目(CZ2020-1282)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726285.jhtml']
['5'],['广州市公安局天河区分局看守所、拘留所被监管人员食堂伙食采购项目(CZ2020-1358)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726265.jhtml']
['6'],['广州市公安局天河区分局看守所、拘留所被监管人员日用品采购项目(CZ2020-1356)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726264.jhtml']
['7'],['广州工程技术职业学院 2020 年信息化建设项目（设备与软件）(CZ2020-1266)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726228.jhtml']
['8'],['广州市增城区新塘镇人民政府办公家具采购项目(CZ2020-1284)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726222.jhtml']
['9'],['广州工程技术职业学院2020 年信息化建设采购项目（机房改造）(CZ2020-1265)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726215.jhtml']
['10'],['广州工程技术职业学院2020 年信息化建设项目（物联网应用开发实训室）(CZ2020-1257)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726195.jhtml']
['1'],['广州市轻工高级技工学校2020年高水平技师学院全媒体创意制作及智慧旅游电商实训室建设项目(CZ2020-1283)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726191.jhtml']
['2'],['广州市公安局增城区分局2020年执法办案场所提档升级建设采购项目(CZ2020-1321)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726170.jhtml']
['3'],['与深圳宝安区打造先进制造业协同发展先行先试地研究采购项目(CZ2020-1290)招标公告'],['2020-08-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/726164.jhtml']
['4'],['广州市南沙区南沙街道办事处（湾区实验幼儿园）厨卫用具采购项目(CJ2020-0031)竞争性谈判公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725911.jhtml']
['5'],['广州航海学院2020年至2023年校园保洁绿化服务采购项目(CZ2020-1146)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725842.jhtml']
['6'],['广州市康纳学校（广州儿童孤独症康复研究中心）2020年9月-2023年8月校车租赁服务采购项目(CJ2020-0033)竞争性谈判公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725808.jhtml']
['7'],['广州航海学院2020-2023年校园安保服务采购项目(CZ2020-1042)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725806.jhtml']
['8'],['广州市增城区新塘镇“创文”及环境专项整治采购项目(CZ2020-1245)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725766.jhtml']
['9'],['广州市花都区公路养护所2020年垃圾清运服务采购项目(CZ2020-1011)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725760.jhtml']
['10'],['广州市番禺区市桥金山谷学校信息化设备采购项目(CZ2020-1227)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725759.jhtml']
['1'],['广州市人力资源和社会保障信息中心2020年IPv6升级改造项目(CZ2020-1185)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725748.jhtml']
['2'],['广州市增城裕安停车场动静态整车称重超限检测系统建设项目(CC2020-0114)竞争性磋商公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725740.jhtml']
['3'],['广州市人力资源和社会保障信息中心2020年运维项目之网络线路租赁服务子项目(CZ2020-1231)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725739.jhtml']
['4'],['广州市公安局白云区分局广州市白云区看守所智慧新监管建设项目(CZ2020-1111)招标公告'],['2020-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725649.jhtml']
['5'],['广州市增城区中新镇2020年村级视频监控补点项目(CZ2020-1206)招标公告'],['2020-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725567.jhtml']
['6'],['广州市消防救援支队2020年机关及直属单位食堂食材采购与配送项目(CZ2020-1159)招标公告'],['2020-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725456.jhtml']
['7'],['广州市市场监督管理局2020年业务系统适应性改造采购项目(CZ2020-1093)招标公告'],['2020-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725451.jhtml']
['8'],['广州市人民检察院2020年度信息化设备与系统运行维护采购项目(CZ2020-1082)招标公告'],['2020-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725447.jhtml']
['9'],['广州市增城区人民政府宁西街道办职工食堂厨房设备项目(CZ2020-1234)招标公告'],['2020-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725443.jhtml']
['10'],['白云区图书馆白云新城馆智能化设备配置采购项目(CZ2020-0951)招标公告'],['2020-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725428.jhtml']
['1'],['广州市中西医结合医院病案扫描采购项目(CZ2020-0885)招标公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725353.jhtml']
['2'],['广州市机电高级技工学校租赁教学场地（白云校区）采购项目(CZ2020-1293)招标公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725309.jhtml']
['3'],['广州市白云区妇幼保健院医院信息化建设三期项目(CZ2020-1112)招标公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725272.jhtml']
['4'],['广州市从化区“令行禁止、有呼必应”综合指挥调度平台建设采购项目(CC2020-0119)竞争性磋商公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725271.jhtml']
['5'],['广州市越秀区人民检察院远程提审系统采购项目(CZ2020-1120)招标公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725262.jhtml']
['6'],['广州市天河区疾病预防控制中心天河区卫生检验大楼物业服务采购项目(CZ2020-1182)招标公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725253.jhtml']
['7'],['广州市白云区政府投资信息化项目管理办法编制咨询服务采购项目(CC2020-0091)竞争性磋商公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725252.jhtml']
['8'],['广州市广播电视大学2020年中小学继续教育信息化项目——咨询监理服务采购项目 (CC2020-0090)竞争性磋商公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725249.jhtml']
['9'],['广州市番禺区中医院全院医疗影像信息管理（PACS)系统采购项目(CZ2020-1157)招标公告'],['2020-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725247.jhtml']
['10'],['广州市南沙区东涌镇人民政府辖区内垃圾分类清运采购项目(CZ2020-1114)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725166.jhtml']
['1'],['广州市第十二人民医院业务用房租赁采购项目(CD2020-0076)单一来源采购公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725163.jhtml']
['2'],['广州市公安局花都区分局公务车维修采购项目(CZ2020-1113)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725161.jhtml']
['3'],['广州空港经济区管理委员会、广州白云机场综合保税区管理委员会广州白云机场综合保税区信息系统升级改造项目(CZ2020-1238)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725117.jhtml']
['4'],['中国共产党广州市白云区纪律检查委员会广州市白云区多维融合情报分析平台采购项目(CZ2020-1095)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725101.jhtml']
['5'],['广州市增城区宁西街南香山景区市容环卫保洁项目(CZ2020-1288)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725083.jhtml']
['6'],['广州市公安局黄埔区分局看守所远程视频提讯会见系统及一体化会见终端采购项目(CZ2020-1201)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725049.jhtml']
['7'],['广州市规划和自然资源局广州市中心城区不动产登记数据整合项目--子项1:广州市中心城区不动产登记数据整合项目(CZ2020-1167)招标公告'],['2020-08-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/725048.jhtml']
['8'],['广州科技贸易职业学院智能教学资源制作中心采购项目(CZ2020-1242)招标公告'],['2020-08-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724937.jhtml']
['9'],['广州市白云区城市管理和综合执法局垃圾分类信息管理平台采购项目(CC2020-0116)竞争性磋商公告'],['2020-08-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724902.jhtml']
['10'],['广州市市场监管局2021年信息系统整合与适应性改造项目方案编写服务采购项目(CC2020-0106)竞争性磋商公告'],['2020-08-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724888.jhtml']
['1'],['广州开发区信息化办公室区中心机房及汇聚机房精密空调和UPS运维服务采购项目(CZ2020-1175)招标公告'],['2020-08-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724840.jhtml']
['2'],['广州市增城区新塘镇东江逸珑湾小区配套幼儿园幼儿家具和办公家具采购项目(CZ2020-1090)招标公告'],['2020-08-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724822.jhtml']
['3'],['广州市黄埔区、广州开发区制造业高质量发展“十四五”专项规划采购项目(CZ2020-1277)招标公告'],['2020-08-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724815.jhtml']
['4'],['某部军营超市社会化保障服务项目(CZ2020-1077)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724646.jhtml']
['5'],['广州市番禺区沙湾象骏中学新教学楼家具采购项目(CZ2020-1073)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724642.jhtml']
['6'],['广州市番禺区石碁镇桥山小学多媒体电教平台设备采购项目(CZ2020-1172)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724628.jhtml']
['7'],['广州市增城区救助管理站物业管理服务采购项目(CZ2020-1105)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724626.jhtml']
['8'],['广州市增城区新塘镇人民政府新塘镇治安视频监控、高点视频系统光纤租赁及运行维护采购项目(CZ2020-1176)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724622.jhtml']
['9'],['广州市番禺区沙湾镇荟贤小学信息化建设采购项目(CZ2020-1016)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724612.jhtml']
['10'],['区教育局（天河中学）天河东校区采购新楼信息化建设项目(CZ2020-1220)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724608.jhtml']
['1'],['广州市气象台航行气象风险评估系统建设采购项目(CZ2020-1304)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724570.jhtml']
['2'],['广州市康纳学校（广州儿童孤独症康复研究中心）2020年9月-2023年8月校车租赁服务采购项目(CJ2020-0032)竞争性谈判公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724512.jhtml']
['3'],['广州市电子信息学校2020年市政府投资教育信息化项目（实训室改造及设备更新）(CZ2020-1143)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724418.jhtml']
['4'],['广州市番禺区石碁镇小龙小学信息化设备建设项目(CZ2020-1194)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724405.jhtml']
['5'],['广州市人民政府机关事务管理局市府大院空调系统维护保养服务采购项目(CZ2020-0895)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724328.jhtml']
['6'],['广州市财政局2021-2023年广州市非税收入清算银行服务采购项目(CZ2020-1247)招标公告'],['2020-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724302.jhtml']
['7'],['辛亥革命纪念馆2020-2022年物业管理服务采购项目(CZ2020-1197)招标公告'],['2020-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724194.jhtml']
['8'],['广州市白云区司法局法律顾问服务采购项目(CC2020-0087)竞争性磋商公告'],['2020-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724189.jhtml']
['9'],['广州市教育信息中心（广州市电化教育馆）广州市教育科研网出口流量租赁及应用系统维护项目（广州市教育科研网链路及带宽租赁项目）(CD2020-0006)单一来源采购公告'],['2020-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724182.jhtml']
['10'],['广州市花都区人民法院智慧诉讼服务中心采购项目(CC2020-0111)竞争性磋商公告'],['2020-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724167.jhtml']
['1'],['广州二中苏元实验学校改扩建工程（其他家具用具采购项目）(CZ2020-1186)招标公告'],['2020-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724153.jhtml']
['2'],['广州市从化区直管公房租金收缴管理系统采购项目(CC2020-0117)竞争性磋商公告'],['2020-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/724106.jhtml']
