项目名称,发布时间,开标时间,跳转链接 
['2020年火炬开发区老年人健康管理服务项目需求征求意见公告'],['2020-06-23'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ef169307ba70.html']
['中山市古镇镇海洲第一小学智慧课堂教学平台采购项目磋商公告'],['2020-06-22'],['2020-07-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ef075ea1b650.html']
['中山市中医院体外反搏装置采购项目公开招标公告'],['2020-06-22'],['2020-07-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ef0716213d3a.html']
['2020年零售客户线上宣传活动项目竞争性磋商公告'],['2020-06-22'],['2020-07-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ef0681287ced.html']
['代发“广州市环境监测中心站关于2020年广州市省级网土壤环境监测（点位核查及样品采样）专项服务采购公告”'],['2020-06-22'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ef02beabe4c6.html']
['中国人民警察大学（广州）新综合楼服务保障采购项目公开招标公告'],['2020-06-19'],['2020-07-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec8ae2a186a.html']
['广东省农村信用社联合社核心服务器设备2020年IBM原厂维护服务项目竞争性谈判公告'],['2020-06-19'],['2020-06-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec884928c04.html']
['中山市中医院电动手术台采购项目公开招标公告'],['2020-06-19'],['2020-07-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec74968cbc3.html']
"['惠州市消防救援支队消防装备采购,惠州市消防救援支队装备抢修车采购招标公告']",['2020-06-19'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec74917f918.html']
['中山市2020年度小榄菊花展会票务销售及服务项目招标公告'],['2020-06-19'],['2020-07-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec726a26d81.html']
['广州市白云区钟落潭镇人民政府 五龙岗村加装摄像枪项目公开招标公告'],['2020-06-19'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec6c56a0ee5.html']
['交互智能平板（一体机）采购 招标公告'],['2020-06-19'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eec3a83776b7.html']
['广东技术师范大学河源校区体育器材及设施采购项目公开招标公告'],['2020-06-18'],['2020-07-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb7a5db9365.html']
['信宜市镇隆镇德乔村示范村人居环境整治项目(第二批)竞争性磋商公告'],['2020-06-18'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb316f1f8a6.html']
['仁化县晟泰花园住宅项目（一期、二期）总承包合同结算复审服务采购项目公开招标公告'],['2020-06-18'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb3141bcbfc.html']
['中山市“房地一体”农村不动产登记发证工作配套项目招标公告'],['2020-06-18'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb27eede88a.html']
['广州市财经职业学校视频监控项目采购公告'],['2020-06-18'],['2020-06-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb27b660aeb.html']
['信宜市贫困地区小型水库维修养护[小型水库安全运行管理标准化建设（第一批）]招标公告'],['2020-06-18'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb2723d2047.html']
['中山市石岐区第七次全国人口普查项目招标公告'],['2020-06-18'],['2020-07-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb260a4bae7.html']
['华南理工大学信息安全实训及攻防平台采购公开招标公告'],['2020-06-18'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeb1b034f975.html']
['信宜市2020年森林碳汇重点生态工程项目（造林监理）招标公告'],['2020-06-18'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeae10009437.html']
['广东省财政运行监控中心安全测评服务项目竞争性磋商公告'],['2020-06-18'],['2020-07-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eeace31a8366.html']
['人影安全现状评价及制作人影安全科教片项目（一期）公开比选公告'],['2020-06-17'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee9e6da616d2.html']
['广东省地震局综合台运维监控系统项目竞争性磋商公告'],['2020-06-17'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee9e6239f1d0.html']
['广东海警局综合信息网门户网站系统采购项目竞争性谈判公告'],['2020-06-17'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee9e3949e7a8.html']
['执法办案智能管理系统建设项目竞争性谈判公告'],['2020-06-17'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee9e13b077f2.html']
['转运珠海高栏港油库库存油料到湛江赤坎油库询价采购公告'],['2020-06-17'],['2020-06-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee9dacedc6cf.html']
['现代蔬菜种业成果孵化示范园建设—育苗温室及配套设施项目公开招标公告'],['2020-06-17'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee9921765990.html']
['华南师范大学大学城校区生活区南区地下给水管网改造工程竞争性磋商公告'],['2020-06-16'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee8cef2d2a6a.html']
['车辆定点维修采购项目（第二次）公开招标公告'],['2020-06-16'],['2020-07-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee89637d7c3b.html']
['广州工程技术职业学院广绣技能大师工作室设备采购项目（重招）竞争性磋商公告'],['2020-06-16'],['2020-07-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee8941a51a62.html']
['省级中心模块化机房建设项目公开招标公告'],['2020-06-15'],['2020-07-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee782e4c804c.html']
['金垌镇C793线、C807线、C808线砂土路改造工程竞争性磋商公告'],['2020-06-15'],['2020-06-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee7476bd68a1.html']
['中山市文化广电旅游局全域旅游大数据中心服务项目'],['2020-06-15'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee742112631c.html']
['广州同城各网点及各二级分行出入口控制指纹系统改造项目公开招标公告'],['2020-06-15'],['2020-07-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee73d3454e28.html']
['从化区发展和改革局2020年能源“双控”节能减排管理工作服务项目竞争性磋商公告'],['2020-06-15'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee73bd267e67.html']
['中山市人民医院康体保健中心工作协助服务外包项目 磋商公告'],['2020-06-15'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee735b2597b6.html']
['中山港航集团股份有限公司饭堂食材配送招标项目（02包组）招标公告'],['2020-06-15'],['2020-07-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee734722b8f3.html']
['中山市公安局交通警察支队警卫摩托车采购项目招标公告'],['2020-06-15'],['2020-07-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee733d336dd0.html']
['广州番禺职业技术学院2020届-2021届毕业生培养质量跟踪评价与数据应用分析培训项目竞争性磋商公告'],['2020-06-15'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee728e7e4a8f.html']
['2020年度企业情况综合数据采集及经济动态信息收集支撑项目竞争性磋商公告'],['2020-06-15'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee7196d6840a.html']
['海珠湿地品质提升疏通水系提升水质工程--后滘支涌整治工程、淋沙涌整治工程、芒滘围涌整治工程、海珠湖清淤工程、海珠湿地疏通水系工程（石榴岗河片区）勘察设计招标公告'],['2020-06-13'],['2020-07-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee497f56cf6f.html']
['广东省农村信用社联合社外汇牌价等11套系统第三方维保服务项目（重招）竞争性谈判公告'],['2020-06-12'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee35b969ab6d.html']
['广州科技贸易职业学院互联网宽带接入采购项目（第二次重招）竞争性磋商公告'],['2020-06-12'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee3586566b25.html']
['2020年7月至2021年7月年度工程施工监理服务竞争性磋商公告'],['2020-06-12'],['2020-06-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee3531ce60a6.html']
['佛山市高明区人民法院高清数字法庭设备采购项目竞争性磋商公告'],['2020-06-12'],['2020-06-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee34efa9d899.html']
['中山火炬开发区大环小区特色精品示范村规划设计项目 竞争性磋商采购公告'],['2020-06-12'],['2020-06-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee34818abf97.html']
['广州番禺职业技术学院地下供水管网漏损探测定位及维修技术服务项目竞争性磋商公告'],['2020-06-12'],['2020-06-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee34664249df.html']
['华南理工大学万能材料试验机采购项目公开招标公告'],['2020-06-12'],['2020-07-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee344ad8971d.html']
['站前路片区公路建设电力线路迁改工程（玉都快线段）竞争性磋商公告'],['2020-06-12'],['2020-06-22'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee33cc4cdc0c.html']
['东莞图书馆ATM机运维服务项目竞争性磋商公告'],['2020-06-11'],['2020-06-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee1fbe242d4c.html']
['广东省市场监督管理局政务中心政务服务工作服采购项目（重招）成交公告'],['2020-06-11'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee1f79047bdf.html']
['广东省超高清电视网络应用产业计量测试中心仪器设备采购项目公开招标公告'],['2020-06-11'],['2020-07-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee1dc2284c7c.html']
['广东省质量监督测绘装备检验站（广州）仪器设备采购项目公开招标公告'],['2020-06-11'],['2020-07-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee1d0423386b.html']
['省自然资源厅自然资源一体化数据治理（2020年）项目——咨询及测评服务公开比选公告'],['2020-06-10'],['2020-06-22'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee0aa49cef50.html']
['中山市黄圃人民医院纺织品采购项目招标公告'],['2020-06-10'],['2020-07-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee0a7d6b76d9.html']
['广州市增城区人民政府增江街道办事处 增城红色记忆馆建设布展服务项目竞争性磋商公告'],['2020-06-10'],['2020-06-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee0a6f98211b.html']
['联和街长者爱心午餐服务项目招标公告'],['2020-06-10'],['2020-07-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee0a39bef123.html']
['中国人民警察大学（广州）公务车辆定点维修资格商采购项目公开招标公告'],['2020-06-10'],['2020-07-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee09f552a18c.html']
['广州市天河区消防救援大队全年日常、训练用水采购项目竞争性磋商公告'],['2020-06-10'],['2020-06-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee09742cb5b9.html']
['广州市荔湾区东沙街环境卫生管理站市政道路保洁服务采购项目招标公告'],['2020-06-09'],['2020-06-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee092250762c.html']
['广州科技贸易职业学院2020年校园文化品牌共建设计服务采购项目竞争性磋商公告'],['2020-06-10'],['2020-06-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee088aeee263.html']
['中山市东凤人民医院心电网络系统建设项目竞争性磋商公告'],['2020-06-10'],['2020-06-22'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ee040f3e63c5.html']
['广州市番禺区人民法院 电子卷宗随案同步生成和历史卷宗扫描服务竞争性磋商公告'],['2020-06-09'],['2020-06-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5edf37ec100f9.html']
['广州市天河区住房建设和园林局 2020-2023年暂扣车辆及物品保管服务项目（重招）招标公告'],['2020-06-09'],['2020-06-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5edf09cbc42ee.html']
['广州番禺职业技术学院中央空调系统保养维修服务采购项目竞争性磋商公告'],['2020-06-08'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ede2942a6bfc.html']
['广东省高级技工学校特种作业实操设备采购项目公开招标公告'],['2020-06-08'],['2020-06-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ede28b7731df.html']
['广州番禺职业技术学院宣传片建设项目竞争性磋商公告'],['2020-06-08'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ede1ec7e2fcc.html']
['江尾头小区连接开发区医院后门及逸仙道路工程竞争性磋商采购公告'],['2020-06-08'],['2020-06-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ede0424d4d4f.html']
['广州市2020年企业人工成本及薪酬调查数据处理服务采购项目竞争性磋商公告'],['2020-06-08'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eddfb27e86ab.html']
['信宜市Y468线旺坑至赤坎公路砂土路改造工程招标公告'],['2020-06-08'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eddf57000a2d.html']
['惠州市第三人民医院院本部增补4至6号楼消防系统项目竞争性磋商公告'],['2020-06-08'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5edde394d128b.html']
['惠州市第一人民医院扩建工程机械停车设备及安装采购项目公开招标公告'],['2020-06-08'],['2020-06-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eddc235cdf77.html']
['东莞海警码头修理工程招标公告'],['2020-06-08'],['2020-06-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5edda16a22ab9.html']
['广州银行云管平台采购项目公开招标公告'],['2020-06-08'],['2020-07-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5edd9c6ba4ad7.html']
['中共广东省委巡视办智能化档案库房建设项目竞争性磋商公告'],['2020-06-05'],['2020-06-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eda23239163b.html']
['中山市南朗镇横门社区辖区环境卫生发包第三方项目 磋商公告'],['2020-06-05'],['2020-06-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eda0e4b10ba7.html']
['南沙粮食通用码头视频监控系统数字化项目竞争性磋商公告'],['2020-06-05'],['2020-06-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eda0b88b66f5.html']
['广州银行股份有限公司站前支行装修工程招标公告'],['2020-06-05'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eda0909df281.html']
['湛江海警局坡头、吴川、廉江、雷州第二工作站营房维修改造工程公开招标公告'],['2020-06-05'],['2020-06-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5eda07f290ecb.html']
['广东省集中式人力资源和社会保障一体化信息系统项目综合指挥监控中心公开招标公告'],['2020-06-05'],['2020-06-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ed9f9b671553.html']
['中山市环境监测站农田灌溉水水质监测 采购项目竞争性磋商公告'],['2020-06-05'],['2020-06-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ed9c1dd2ebb4.html']
