公告标题,序号,发布日期,跳转链接 
['阳江市人民医院医疗设备采购项目（20-8）公开招标公告'],[招标编号0877-20GZTP01N479,(2020-08-06),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173c1b64da90880']
['2020年白云区体育彩票实体店形象提档升级项目招标公告'],[招标编号0877-20GZTP01H430 ,(2020-08-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173bd75561d086c']
['广州市越秀区文化广电旅游体育局竞技体育服务采购项目'],[招标编号0877-20GZTP01F384,(2020-08-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173bd513d7f086a']
['广东省四会监狱“十二五”项目肇庆片区域中心医院建设（医疗污水处理设备及配套安装）采购项目'],[招标编号0877-20GZTP01FF428,(2020-08-05),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173bc626f4f0866']
['陆河县水唇镇石船田心寨滑坡地质灾害治理工程勘查设计询比采购公告'],[招标编号0877-20GZTP01FG457,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b418ee030856']
['陆河县螺溪镇南和排里崩塌地质灾害治理工程勘查设计询比采购公告'],[招标编号0877-20GZTP01FG456,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b41832e40855']
['陆河县螺溪镇新溪村委塘陂村滑坡地质灾害治理工程勘查设计询比采购公告'],[招标编号0877-20GZTP01FG458,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b416cc4c0854']
['云美术馆及多功能展厅布展服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FJ472 ,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b3732522084e']
['十台码头港内专用集装箱高扭矩、低速纯电动牵引车购置项目公开招标公告'],[招标编号GCT-ENG-2020-Q-111,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b36171d5084d']
['湛江电力有限公司推耙机、推土机采购项目公开招标公告'],[招标编号0877-20GZTP04G471 ,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b360a4e4084c']
['广州市标准化研究院广东省各地市（广州市、中山市除外）产品标签标识线下抽样技术服务招标公告'],[招标编号0877-20GZTP01FH391,(2020-08-03),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173b206b83e0845']
['广州市残疾人安养院残疾人护理及后勤保障人员劳务服务项目招标公告'],[招标编号0877-20GZTP01H425,(2020-07-31),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173a3ca7bfd082a']
['白云区助农服务综合平台农村综合服务中心运营管理项目'],[招标编号0877-20GZTP04F172,(2020-07-31),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173a2929dac0825']
['2020年粤电广场A座多媒体会议系统维保项目标段二招标公告'],[招标编号0877-20GZTP04G467 ,(2020-07-30),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01739e855237081b']
['2020年粤电广场A座多媒体会议系统维保项目标段一招标公告'],[招标编号0877-20GZTP04G466,(2020-07-30),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01739e83685d081a']
['广州市海珠区人民政府沙园街道办事处新家庭计划——光大社工站项目招标公告'],[招标编号0877-20GZTP01FK422,(2020-07-29),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017399b053910810']
['广州市人力资源和社会保障基本情况调查、调查过程第三方样本抽取、监控、数据处理及分析项目'],[招标编号0877-20GZTP01FH464,(2020-07-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017394e3c3bf0807']
['广州市白云区人民政府嘉禾街道办事处居家养老综合服务平台项目'],[招标编号0877-20GZTP01K411,(2020-07-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173946c194b07fe']
['广东省第二人民医院民航院区食堂服务采购项目'],[招标编号0877-20GZTP04F440,(2020-07-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173930bc50e07f7']
['广东省第二人民医院口腔锥形束CT采购项目'],[招标编号0877-20GZTP04F418,(2020-07-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01739309177807f6']
['广东省第二人民医院3号楼电梯改造项目'],[招标编号0877-20GZTP04F417,(2020-07-28),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173930757d807f5']
['广州市市场监督管理局档案库房改造工程咨询、设计及概预算编制服务采购项目（重招）'],[招标编号0877-20GZTP01FF398-1,(2020-07-27),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173902b0d6907ee']
['广州市美术中学文化艺术设计制作服务采购项目竞争性磋商公告'],[招标编号0877-20GZTP01FJ278,(2020-07-27),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01738e8b0d3e07e4']
['广东省妇幼保健院食堂食材采购及配送项目'],[招标编号0877-20GZTP04F429,(2020-07-24),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737fccbc1607d1']
['广州市公用事业高级技工学校纯电动汽车高压安全及维修实训中心采购项目公开招标公告'],[招标编号0877-20GZTP01R448,(2020-07-24),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737f17c59107ce']
['中国电器科学研究院股份有限公司听音室建设项目招标公告'],[招标编号0877-20GZTP04G305,(2020-07-23),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737ae54d9a07c6']
['南武中学校史馆展览布展项目竞争性磋商公告'],[招标编号0877-20GZTP01FH437,(2020-07-23),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737a8ed60d07c3']
['广州市白云区新市街道办居家养老服务平台项目'],[招标编号0877-20GZTP01K327,(2020-07-23),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017379bb6b5007c0']
['阳江市人民医院医疗设备采购项目（20-7）公开招标公告'],[招标编号0877-20GZTP01N434,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737606a9b707b8']
['阳江市人民医院医疗设备采购项目（20-2）（重招）公开招标公告'],[招标编号0877-20GZTP01N319-1,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737602d78307b7']
['湛江电力有限公司高速输入轴总成紧急采购公开招标公告'],[招标编号ZJPT016908,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737596b8b807b3']
['2020年石门街居家养老综合服务中心采购项目招标公告'],[招标编号0877-20GZTP01L372,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173755ea4b507b2']
['元岗街道2020年拆除违建服务项目公开招标公告'],[招标编号0877-20GZTP01H438,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173753e48c107af']
['湛江珠江啤酒有限公司B线压盖机新增拉环盖压盖设备项目（重招）招标公告'],[招标编号0877-20GZTP04G374-1,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017374753e9e07ab']
['广州南沙珠江啤酒有限公司南沙C线新增纯生品种配套膜过滤系统（重招）招标公告'],[招标编号0877-20GZTP04G385-1,(2020-07-22),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01737473e00507aa']
['广东烟草汕尾市有限公司烟草涉案物资运输服务建库项目'],[招标编号0877-20GZTP04F392,(2020-07-21),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017370bf19f007a3']
['江高镇工业垃圾处置及配套服务商采购公开招标公告'],[招标编号0877-20GZTP04H443,(2020-07-21),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017370b8460807a2']
['广州市第六中学游泳池承包服务招标公告'],[招标编号0877-20GZTP01FH419,(2020-07-21),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173703260ff079d']
['广州市轻工高级技工学校2020年空调及热水系统维保项目竞争性磋商公告'],[招标编号0877-20GZTP01FH439,(2020-07-20),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01736bc0b49c0796']
['新雅小学（和雅校区）教学仪器设备采购项目竞争性磋商公告'],[招标编号0877-20GZTP01FJ436,(2020-07-20),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01736bbac46f0795']
['广东生态工程职业学院南区教学楼及宿舍1、2、3栋改造竞争性磋商公告'],[招标编号0877-20GZTP04H423,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173706f57e0079e']
['广东省第二人民医院腹腔镜系统采购项目'],[招标编号0877-20GZTP04F421,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735c0502930772']
['4K电视剧《那年花开月正圆》采购项目单一来源采购公告'],[招标编号0877-20GZTP04G400,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735aa78cff076b']
['辐射场抗扰度系统（发射天线）项目招标公告'],[招标编号0877-20GZTP04G406,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735a89e24e0769']
['功率放大器和功率计及功率探头设备采购项目招标公告'],[招标编号0877-20GZTP04G407,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735a881aac0767']
['车辆对电磁辐射的抗干扰性能测试系统采购项目招标公告'],[招标编号0877-20GZTP04G408,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735a86b9b00766']
['广州市市场监督管理局2020年度电梯事务社区治理推广项目（重招）'],[招标编号0877-20GZTP01FF045-1,(2020-07-17),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735a79d5b70765']
['湛江电力有限公司燃料系统原煤仓料位计改造物资采购公开招标公告'],[招标编号ZJPT016887,(2020-07-16),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173563a60ad0753']
['广州市白云区文化广电旅游体育局开展公共体育设施建设和维护项目'],[招标编号0877-20GZTP01K312,(2020-07-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017351a323a40749']
['广州市荔湾区人民政府龙津街道办事处居家养老综合服务平台项目(重招)'],[招标编号0877-20GZTP01K347-1,(2020-07-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017351966bac0748']
['广州市增城区增江街金时幼儿园厨房设备采购项目招标公告'],[招标编号0877-20GZTP01FH399,(2020-07-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173513f17d00745']
['广州市天河区棠下街道居家养老综合服务平台项目'],[招标编号0877-20GZTP01K327,(2020-07-15),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735055a75a0740']
['广州市黄埔区新港小学2020年家具采购项目招标公告'],[招标编号0877-20GZTP01FJ404 ,(2020-07-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01735002edfd073f']
['广东省第二人民医院超声骨科动力系统、中心监护系统采购项目'],[招标编号0877-20GZTP04F397,(2020-07-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01734c98fd880736']
['广州市水上运动管理中心运动员饭堂奶制品采购项目（重招）招标公告'],[招标编号0877-20GZTP01FX096-1,(2020-07-14),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01734ae685c10730']
['广州市市场监督管理局广州市开办企业便利化服务主题形象宣传策划外包服务项目（重招）'],[招标编号0877-20GZTP01FF240-1,(2020-07-13),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017347b89de00724']
['广州市民政局医务社会工作服务项目'],[招标编号0877-20GZTP01F253,(2020-07-13),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173479ebe130723']
['阳江市恒财城市投资控股有限公司公司债承销商项目公开招标公告'],[招标编号0877-20GZTP04N415,(2020-07-13),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173476f57ab0722']
['广东省育才幼儿院一院70周年院庆服务招标公告'],[招标编号0877-20GZTP01FH409,(2020-07-13),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173460b0b5c071b']
['广州市白云区江高镇市政管理所餐厨垃圾处理站场运营服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH413,(2020-07-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017337eabc840702']
['湛江电力有限公司4号炉基于均流技术的磨入口一次风流场优化调整及精准测量的研究及应用公开招标公告'],[招标编号0877-20GZTP04G169,(2020-07-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017337e8ba8b0701']
['湛江电力有限公司2号、4号机组胶球清洗系统采购和改造工程公开招标公告'],[招标编号0877-20GZTP04G412,(2020-07-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017337e78abb0700']
['湛江电力有限公司#3卸船机悬臂变幅油缸修复工程招标公告'],[招标编号ZJPT016485,(2020-07-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017337e60a7a06ff']
['广东烟草汕尾市有限公司意外保险采购项目（重招）'],[招标编号0877-20GZTP04F352-1,(2020-07-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173367813f806f8']
['广州松兴电气股份有限公司智能激光焊接系统采购项目国际招标'],[招标编号0877-204GZTP3F373,(2020-07-10),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017332b9c29b06e4']
['广州市市场监督管理局2020年度特种设备产品质量监督抽查项目'],[招标编号0877-20GZTP01FF343,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01734bbb293c0733']
['南方医科大学皮肤病医院采购保安服务项目'],[招标编号0877-20GZTP04F341,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017332696c0306e1']
['广州市市场监督管理局2020年度机电类特种设备使用单位监督抽查项目'],[招标编号0877-20GZTP01FF047,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173324bb05106de']
['湛江电力有限公司循环水泵房清污机设备改造物资采购公开招标公告'],[招标编号ZJPT016828,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01733239922706dd']
['广州市增城区发展和改革局应急物资采购代储及配套服务竞争性磋商公告'],[招标编号0877-20GZTP01H376,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173323250b606dc']
['广州市轻工高级技工学校南粤家政线上资源课程制作服务项目竞争性磋商公告'],[招标编号0877-20GZTP01FH378,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017332246c2206db']
['4K电视剧《那年花开月正圆》采购项目单一来源公示'],[招标编号0877-20GZTP04G400,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01733186998306d9']
['市教育局广州卫职院办公及后勤保障设备购置（二）招标公告'],[招标编号0877-20GZTP01FH298,(2020-07-09),['http://www.gztpc.com//tender/show?id=2c92936771118f4a0173312f599206d8']
['广东省二沙体育训练中心武术套路训练场地采购项目'],[招标编号0877-20GZTP01FF369,(2020-07-08),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01732d43c3ff06cc']
['广州卫生职业技术学院2020-2021年教学资源制作服务项目招标公告'],[招标编号0877-20GZTP01FH368,(2020-07-08),['http://www.gztpc.com//tender/show?id=2c92936771118f4a01732bf9b34e06c7']
['湛江电力有限公司信息系统安全防护体系的整改升级及完善实施（整改及完善部分）公开招标公告'],[招标编号0877-20GZTP04G403 ,(2020-07-07),['http://www.gztpc.com//tender/show?id=2c92936771118f4a017328797f2e06bd']
